 0.807448682065191,
 0.7653742470446634,
 0.6542969747360662,
 0.6236815893015657,
 0.0802807962704194,
 0.04260957867031845,
 0.5882881354362478,
 0.4920972889448102,
 0.26873615458461997,
 0.6273766271999582,
 0.8553086752313133,
 0.6641999758817894,
 0.13060216441039507,
 0.834524752548739,
 0.5336647881807303,
 0.12596079144324024,
 0.08604103482171865,
 0.3795365575046429,
 0.596351721685067,
 0.568130247286584,
 0.38989898684145863,
 0.38441369814562965,
 0.70504966761968,
 0.14990756897374424,
 0.17462953374943624,
 0.3392469043669688,
 0.7977299583830706,
 0.5202509948753621,
 0.5035953349438084,
 0.8034426716083294,
 0.10024700453739233,
 0.8605110695242892,
 0.3786029343855636,
 0.2953529408699177,
 0.8334635140815376,
 0.4569459878622698,
 0.4957914073023536,
 0.7234393142878606,
 0.1680561829915287,
 0.5547722163123697,
 0.3166648554464774,
 0.40638131489708285,
 0.976682549089811,
 0.5397990729867519,
 0.33416638219353056,
 0.2980131115404252,
 0.6615845375455978,
 0.31336983440853894,
 0.5731932242435253,
 0.4222372283852135,
 0.6470966338290624,
 0.498455627344378,
 0.4163914548166573,
 0.0011697337849371214,
 0.6557328228904019,
 0.5927945066520327,
 0.12998019813209682,
 0.21309758040438564,
 0.15061091346161193,
 0.4765961547746159,
 0.12673900313552555,
 0.038322057731740466,
 0.06386707089351773,
 0.36704753978837934,
 0.030348149382735,
 0.9037772642176515,
 0.07086439791175858,
 0.36564031929512486,
 0.2691659158277677,
 0.16127529756380243,
 0.4597994275340115,
 0.762475991491772,
 0.4008322036244335,
 0.44926963732525793,
 0.56734125623181,
 0.8849376424715445,
 0.8664707615752607,
 0.18498624529071306,
 0.9007468124197714,
 0.9146103223311383,
 0.7566791796707372,
 0.11031970746576303,
 0.3654916414628956,
 0.8339390897619526,
 0.7486871439418931,
 0.6708781729111871,
 0.12763193636153758,
 0.22141330775784762,
 0.32527594908014223,
 0.6027630829195955,
 0.595549274433617,
 0.7953878195741643,
 0.6124080518251247,
 0.898393058078171,
 0.6017923043341966,
 0.11257448937961945,
 0.41095474125458176,
 0.787292839736914,
 0.9654910377941509,
 0.2769869570285969,
 0.7296977007393516,
 0.3873383063976057,
 0.7961227695108197,
 0.8623240247516303,
 0.4143035854238938,
 0.5482957367462813,
 0.3794799763338763,
 0.061985517481632946,
 0.8270568861810909,
 0.3031122880879916,
 0.5247061331928359,
 0.7240509888594022,
 0.10313596752296939,
 0.5589962371141262,
 0.26240583107139515,
 0.6856300226040457,
 0.5960379880603724,
 0.7002877325564889,
 0.2198413250347072,
 0.8440572537839048,
 0.30291770746601054,
 0.9968141776237386,
 0.8525910423423427,
 0.8666402494736454,
 0.5152483910011716,
 0.08698985333566189,
 0.5046206761360165,
 0.3858134797131164,
 0.14835055267087027,
 0.7656134612277159,
 0.3272663245826123,
 0.7230161065556476,
 0.6321773470822432,
 0.32501356279977667,
 0.981502522144575,
 0.7606734526351614,
 0.283383904950431,
 0.9585594063148254,
 0.93911404116275,
 0.27487672238334615,
 0.8547209103730639,
 0.639397137120446,
 0.04113578421797892,
 0.45815082806444385,
 0.48876527520481794,
 0.7033992001383775,
 0.8794799250046823,
 0.7263040191854239,
 0.6478123186130913,
 0.5444385222549655,
 0.9606627626435229,
 0.9731891096566748,
 0.36948570935094094,
 0.9989121761464846,
 0.7810203656618411,
 0.8962565886479328,
 0.9359877881748822,
 0.07925016394229678,
 0.48401506544181727,
 0.3092115277979822,
 0.1461875655052226,
 0.08436878693678751,
 0.09950161501848298,
 0.9346677873939044,
 0.6378450153565249,
 0.7509155218665914,
 0.4733340106530337,
 0.8255474546462611,
 0.539655908019621,
 0.24111233310691182,
 0.9156282456815918,
 0.14415474264896244,
 0.57349066895531,
 0.670461196611146,
 0.7002310235893482,
 0.4700035335546573,
 0.6597045169834814,
 0.8821232313423438,
 0.611767232910828,
 0.8517103398026412,
 0.2349250207011676,
 0.281583822451541,
 0.11512403293104057,
 0.18833155415814473,
 0.9275886263841772,
 0.8621864992031609,
 0.7569769995984528,
 0.47350658494208453,
 0.9316219615495379,
 0.2802482584226107,
 0.40260374367863694,
 0.31152404402437806,
 0.1866479491139026,
 0.9775571171417549,
 0.9932134000124389,
 0.31120942461344636,
 0.884985373903675,
 0.3743045319923697,
 0.8189518359971121,
 0.12909981653905922,
 0.8619974754249561,
 0.08260905137511532,
 0.4387655407483396,
 0.11535765218922978,
 0.543508682414107,
 0.9263076507096965,
 0.3664726737899425,
 0.07814032014890049,
 0.3645937587999216,
 0.014603460101810684,
 0.8864408330142282,
 0.5041709441351995,
 0.6887175622332398,
 0.7407837776913491,
 0.46797718293291846,
 0.17830538388463812,
 0.23434973035200557,
 0.7471539596521701,
 0.09575721361279321,
 0.7408922968365234,
 0.9598002522740037,
 0.8748218691887055,
 0.02221487090851848,
 0.2957968158092509,
 0.06728664558365083,
 0.22281381852460036,
 0.5098407662658953,
 0.9176904867924619,
 0.3996639006097136,
 0.46664573442408275,
 0.6836248510817527,
 0.8451948272331099,
 0.5605262256448305,
 0.014962117289661236,
 0.3435644859749658,
 0.5074770832096862,
 0.8845094450886949,
 0.3144743328665759,
 0.27216351838684905,
 0.6759931797621672,
 0.07100592926514748,
 0.6937588961607007,
 0.7530849652870046,
 0.7508534143804921,
 0.79618533081599,
 0.013237582773020784,
 0.9701201733151551